preIrma_zipcode,current_zipcode,county,age,is_male,edu,income,househd_size,is_white,is_black,is_asian,is_hispanic,has_children,has_elders,has_special_needs,has_pets,house_single_fam,house_condo,house_mobile,house_wood,house_brick,is_owner,has_insurance,coast_dist,use_tv_radio,tv_radio_storm_damage,tv_radio_casualty,tv_radio_road_traffic,tv_radio_preparation,tv_radio_people_stay,tv_radio_people_leave,use_social_media,social_media_storm_damage,social_media_storm_strength,social_media_preparation,social_media_people_stay,social_media_people_leave,social_media_road_traffic,friends_suggest_stay,friends_suggest_evac,neighbors_stay,neighbors_evac,harvey_influence,has_prev_exp,prev_decision_evac,prev_decision_stay,prev_decision_regret,prev_decision_no_regret,received_evac_notice,no_evac_notice,received_mandatory,received_voluntary,received_stay_notice,no_stay_notice,risk_of_stay,risk_of_evac,wind_risk_to_safety,wind_risk_to_property,flood_risk_to_safety,flood_risk_to_property,evac_difficulty_special_needs,evac_difficulty_expense,evac_difficulty_elders,evac_difficulty_no_place,evac_difficulty_job_obligation,evac_difficulty_pets,evac_difficulty_children,evac_difficulty_no_transport,evac_decision
32824,32824,Orange,27,0,3,3,5,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,3,1,4.0,4.0,5.0,4.0,3.0,4.0,1,3.0,3.0,4.0,4.0,3.0,5.0,0,1,1,0,1.0,1,0,1,1,0,0,1,0,0,0,1,5,4,4,4,4,3,0,1,0,1,1,1,1,1,0
33801,33801,polk,33,0,2,2,5,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,4,1,5.0,4.0,4.0,5.0,4.0,5.0,1,5.0,3.0,3.0,5.0,4.0,5.0,1,0,1,0,0.0,1,0,1,0,1,0,1,0,0,0,1,4,2,4,4,5,5,0,1,0,1,0,0,0,1,0
32810,32810,Orange,33,1,3,3,4,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,5,1,2.0,2.0,3.0,5.0,5.0,5.0,1,3.0,5.0,5.0,5.0,5.0,5.0,0,1,1,0,-1.0,1,0,1,0,1,1,0,0,1,0,0,5,5,5,5,2,2,0,1,0,0,0,1,1,0,0
32726,32726,Lake,27,0,1,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,3,1,4.0,4.0,5.0,5.0,5.0,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,-3.0,1,0,1,0,1,0,1,0,0,1,0,1,2,3,3,2,2,0,0,0,0,0,0,0,0,0
32609,32609,Alachua,43,0,3,3,2,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,5,1,5.0,2.0,3.0,4.0,3.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1.0,1,1,0,0,1,0,1,0,0,0,0,2,3,2,3,3,3,0,0,0,1,0,0,0,1,0
32765,32765,Seminole,32,0,3,3,2,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,3,1,4.0,2.0,5.0,5.0,3.0,3.0,1,4.0,4.0,5.0,3.0,3.0,3.0,1,0,1,0,0.0,1,0,1,0,1,0,1,0,0,0,0,3,4,3,5,2,2,0,1,0,1,1,0,0,1,0
32712,32712,Orange,38,0,1,0,6,1,0,0,0,1,1,0,1,0,0,0,0,1,0,1,4,1,5.0,5.0,5.0,5.0,5.0,5.0,1,4.0,5.0,5.0,3.0,5.0,3.0,0,1,1,0,0.0,1,0,1,0,1,0,1,0,0,1,0,2,4,5,5,1,1,0,0,1,0,0,1,1,0,0
34142,34142,Collier,50,0,3,4,2,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,2,1,3.0,2.0,4.0,5.0,3.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1.0,2,0,0,0,0,1,0,0,1,0,1,5,3,4,2,5,2,0,1,0,1,0,1,0,1,0
32810,32808,Orange,59,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,3.0,2.0,3.0,4.0,2.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0.0,1,1,0,0,1,0,1,0,0,0,0,1,2,2,1,2,1,0,0,0,1,0,0,0,1,0
32643,32643,Alachua,34,0,3,3,4,1,0,0,0,1,0,0,1,1,0,0,0,1,1,1,5,1,4.0,1.0,3.0,4.0,3.0,3.0,1,4.0,4.0,5.0,3.0,3.0,3.0,1,0,1,0,0.0,1,0,1,0,1,0,1,0,0,0,0,4,2,5,3,1,1,0,0,0,0,1,1,0,0,1
32828,32828,Orange,37,0,3,3,5,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,3,1,4.0,4.0,4.0,4.0,4.0,4.0,1,4.0,4.0,4.0,4.0,4.0,4.0,0,1,0,1,1.0,1,0,1,0,1,0,1,0,0,1,0,4,2,4,4,4,4,0,1,0,0,0,0,1,0,1
32822,32812,Orange,27,1,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,3,1,5.0,5.0,5.0,5.0,3.0,4.0,1,5.0,5.0,3.0,2.0,4.0,2.0,1,0,1,0,1.0,2,0,0,0,0,1,0,0,1,0,1,4,2,4,5,5,5,0,1,0,1,0,0,0,0,0
32818,32818,Orlando,45,0,2,3,5,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,4,1,3.0,3.0,3.0,3.0,3.0,3.0,1,2.0,3.0,3.0,3.0,2.0,3.0,0,0,1,0,2.0,1,1,0,0,1,0,0,0,0,0,0,4,2,4,4,4,4,0,0,0,1,0,1,0,1,0
32828,32828,orange,28,0,2,1,4,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,2,1,5.0,2.0,3.0,5.0,4.0,3.0,1,3.0,4.0,4.0,3.0,3.0,4.0,1,0,1,0,-1.0,2,0,0,0,0,0,1,0,0,1,0,2,2,3,4,3,3,0,1,0,0,1,1,1,0,0
32693,32693,Gilchrist,37,1,2,1,3,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,3,1,3.0,2.0,3.0,4.0,2.0,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1.0,1,0,1,0,1,1,0,0,1,1,0,4,3,4,4,2,2,0,1,0,0,1,1,1,0,1
32757,32757,lake,26,0,2,3,4,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,4,1,4.0,2.0,5.0,5.0,5.0,3.0,1,5.0,2.0,5.0,5.0,2.0,4.0,1,0,1,0,0.0,1,0,1,0,1,0,1,0,0,1,0,5,5,2,2,3,2,0,1,0,1,0,1,1,0,0
34747,33884,polk,56,0,3,3,3,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,3,1,4.0,4.0,4.0,4.0,4.0,4.0,1,5.0,5.0,5.0,5.0,5.0,5.0,0,0,0,1,3.0,1,1,0,0,1,1,0,0,1,0,1,4,1,1,5,5,5,1,0,1,0,0,1,0,0,1
32792,32792,Orange,21,0,2,2,3,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,3,1,5.0,3.0,5.0,5.0,5.0,5.0,1,5.0,5.0,5.0,3.0,4.0,5.0,0,1,1,0,1.0,1,0,1,0,1,0,1,0,0,1,0,4,2,5,5,5,5,0,1,0,1,0,0,1,0,0
34787,34787,Orange,42,1,4,4,2,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,2,1,5.0,2.0,4.0,5.0,5.0,5.0,1,4.0,5.0,5.0,5.0,4.0,4.0,1,0,1,0,1.0,1,0,1,0,1,0,1,0,0,0,0,3,2,5,5,2,2,0,0,0,0,0,0,0,0,0
34786,34786,Orange,44,0,4,3,2,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,4,1,5.0,4.0,5.0,5.0,5.0,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,2.0,1,0,1,0,1,0,1,0,0,1,0,4,4,5,5,5,5,0,1,0,1,0,0,1,1,0
34747,34747,Osceola,42,0,2,4,5,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,5,1,4.0,3.0,5.0,5.0,5.0,5.0,1,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1,0,2.0,1,0,1,0,1,0,1,0,0,1,0,4,4,4,4,2,2,1,1,1,1,0,1,1,0,0
32789,32789,Orange,56,0,2,1,2,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,2,1,4.0,2.0,4.0,4.0,3.0,4.0,1,3.0,3.0,3.0,3.0,3.0,3.0,0,1,1,0,1.0,1,0,1,0,1,0,1,0,0,0,0,4,3,4,4,3,3,0,1,0,1,0,0,0,0,0
32091,32091,Bradford,37,0,2,3,4,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,3,1,5.0,2.0,5.0,5.0,3.0,5.0,1,5.0,5.0,5.0,3.0,5.0,5.0,0,1,1,0,3.0,1,1,0,0,1,1,0,0,1,0,1,5,3,5,5,5,5,0,0,1,0,0,1,1,0,1
32837,32837,Orange ,24,0,3,3,6,0,0,0,1,1,0,0,1,1,0,0,1,0,1,1,2,1,4.0,2.0,4.0,4.0,3.0,3.0,1,4.0,4.0,5.0,3.0,3.0,4.0,0,1,1,0,3.0,1,0,1,1,0,1,0,0,1,0,1,4,4,4,5,5,4,0,1,0,1,1,1,1,0,0
32751,32751,Orange,42,1,4,4,3,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,3,1,4.0,3.0,4.0,4.0,4.0,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0.0,1,0,1,0,1,0,1,0,0,0,1,3,3,3,4,3,3,0,0,0,0,0,0,0,0,0
32808,32808,Orange,37,1,2,1,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,1,5.0,3.0,3.0,4.0,3.0,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0.0,1,0,1,0,1,0,0,0,0,0,0,3,3,4,4,4,4,0,1,0,1,0,0,0,1,0
32601,32601,Alachua,27,0,4,2,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,1,5.0,3.0,5.0,5.0,4.0,5.0,1,5.0,5.0,2.0,2.0,2.0,5.0,1,0,1,0,0.0,1,0,1,0,1,0,1,0,0,0,0,2,4,3,3,2,2,0,0,0,1,1,0,0,0,0
34746,34746,Osceola,31,0,3,3,2,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,4,1,3.0,2.0,2.0,5.0,5.0,2.0,1,5.0,5.0,3.0,5.0,5.0,5.0,0,1,0,1,4.0,2,0,0,0,0,0,1,0,0,0,0,5,2,5,5,5,5,0,1,1,1,1,0,1,0,1
32808,32808,Orange,53,0,2,2,4,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,3,1,5.0,5.0,5.0,5.0,5.0,5.0,1,5.0,5.0,5.0,5.0,5.0,5.0,1,0,1,0,0.0,1,0,1,0,1,1,0,0,0,0,0,1,1,2,2,2,2,0,0,0,0,0,0,0,0,1
33898,33898,polk,41,0,4,4,4,1,0,0,0,1,0,0,1,1,0,0,0,1,1,1,4,1,4.0,1.0,5.0,5.0,4.0,4.0,1,5.0,5.0,5.0,5.0,5.0,5.0,1,0,1,0,0.0,1,0,1,0,1,1,0,0,1,1,0,3,2,3,3,1,1,0,0,0,0,0,1,0,0,0
6513,32773,Seminole County,58,0,2,1,2,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,3,1,2.0,2.0,2.0,3.0,2.0,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1.0,1,0,1,0,1,0,0,0,0,0,0,5,3,5,5,3,2,0,0,0,0,0,1,0,1,0
32824,32824,Orange ,26,0,3,3,3,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,3,1,5.0,2.0,5.0,5.0,3.0,5.0,1,4.0,4.0,5.0,3.0,3.0,4.0,0,1,0,1,3.0,1,0,1,0,1,1,0,0,1,0,1,5,4,5,5,5,5,1,1,0,0,0,0,1,0,1
32803,32792,Orange,31,1,2,3,4,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,3,1,5.0,2.0,4.0,4.0,5.0,4.0,1,4.0,4.0,4.0,4.0,4.0,5.0,1,0,1,0,1.0,1,0,1,0,1,0,1,0,0,1,0,3,3,4,4,3,3,0,1,0,0,0,1,1,0,0
33875,33875,Highlands,55,0,2,0,6,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,5,1,1.0,1.0,1.0,2.0,1.0,2.0,1,4.0,5.0,3.0,3.0,3.0,3.0,0,1,1,0,2.0,1,0,1,0,1,0,1,0,0,0,1,3,5,4,4,2,2,0,1,0,1,0,1,1,0,0
32835,32835,Orange,32,0,2,1,4,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,3,1,5.0,5.0,5.0,5.0,5.0,5.0,1,5.0,5.0,5.0,5.0,5.0,5.0,1,0,1,0,0.0,1,0,1,0,1,1,0,0,1,1,0,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0
32605,32605,alachua,18,0,1,3,5,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,5,1,5.0,2.0,4.0,4.0,3.0,5.0,1,5.0,5.0,5.0,4.0,5.0,5.0,1,0,1,0,0.0,1,0,1,0,1,1,0,0,1,0,0,2,3,3,4,2,3,0,1,1,1,1,1,0,0,0
32827,32827,Orange,23,1,3,2,2,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,3,1,3.0,2.0,4.0,5.0,3.0,4.0,1,3.0,4.0,5.0,3.0,4.0,4.0,1,0,1,0,-2.0,1,0,1,0,1,1,0,0,1,1,0,2,3,3,4,2,2,0,1,0,1,1,1,0,0,1
32818,32818,Orange,36,0,1,2,3,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,5,1,5.0,2.0,4.0,5.0,3.0,4.0,1,2.0,3.0,4.0,3.0,4.0,5.0,1,0,1,0,1.0,1,0,1,0,1,0,1,0,0,1,0,4,5,4,4,1,1,0,1,0,0,1,1,1,0,0
32134,32134,,27,1,3,2,3,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,4,1,3.0,3.0,2.0,2.0,3.0,3.0,1,3.0,2.0,2.0,2.0,3.0,3.0,0,1,0,1,1.0,2,0,0,0,0,1,0,0,1,1,0,4,3,3,3,4,4,0,1,1,0,1,1,0,1,0
33803,33803,polk,40,1,3,2,2,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,4,1,4.0,4.0,2.0,3.0,4.0,3.0,1,2.0,4.0,4.0,3.0,4.0,4.0,0,1,0,1,1.0,1,0,1,0,1,0,0,0,0,0,1,4,3,4,2,2,3,0,0,0,0,0,0,1,0,1
32601,32601,Alachua,41,1,3,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0.0,1,0,1,0,1,0,1,0,0,1,0,2,3,2,3,1,1,1,1,0,0,0,1,0,0,0
32809,32809,orange,23,0,2,3,5,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,5,1,4.0,1.0,4.0,4.0,3.0,3.0,1,3.0,3.0,3.0,3.0,3.0,3.0,1,0,1,0,0.0,1,0,1,0,1,0,1,0,0,0,1,3,3,3,3,3,3,0,0,0,1,0,1,0,1,0
32701,60657,seminole,34,0,3,4,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4,1,3.0,2.0,2.0,3.0,1.0,3.0,1,3.0,4.0,3.0,3.0,2.0,2.0,0,1,1,0,1.0,1,0,1,0,1,0,1,0,0,0,1,4,3,4,3,3,3,0,0,0,0,0,1,0,0,0
32704,32703,Seminole,25,0,3,3,3,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,3,1,4.0,3.0,5.0,5.0,3.0,5.0,1,5.0,4.0,3.0,3.0,5.0,5.0,1,0,1,0,3.0,1,1,0,1,0,0,1,0,0,0,0,4,3,5,5,1,1,0,1,0,0,1,1,1,0,1
34741,34741,Osceola,23,1,2,2,2,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,4,1,5.0,2.0,4.0,5.0,3.0,4.0,1,5.0,5.0,4.0,4.0,5.0,4.0,0,1,0,1,0.0,1,0,1,0,1,1,0,0,1,0,1,3,2,2,3,2,3,0,0,0,0,0,0,0,0,0
32773,32773,Seminole,28,0,3,3,3,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,1,4.0,5.0,3.0,4.0,3.0,4.0,0,1,1,0,2.0,1,1,0,0,1,1,0,0,1,0,1,4,3,5,5,2,2,0,1,0,0,1,1,1,0,1
33837,33897,Polk,25,1,3,3,4,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,5,1,5.0,3.0,5.0,5.0,3.0,3.0,1,5.0,5.0,5.0,4.0,4.0,5.0,1,0,1,0,-1.0,1,0,1,0,1,0,1,0,0,1,0,2,2,3,3,3,3,0,1,0,1,0,1,0,0,0
32771,32771,orlando,55,0,4,3,3,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,2,1,3.0,4.0,3.0,3.0,4.0,5.0,1,3.0,3.0,4.0,5.0,4.0,3.0,1,0,0,1,3.0,1,0,1,0,1,1,0,1,0,1,0,3,3,2,3,4,4,0,0,0,0,0,0,1,0,1
32832,32832,Orange,47,1,3,3,5,1,0,0,0,1,0,0,1,1,0,0,1,0,1,1,4,1,3.0,2.0,2.0,4.0,3.0,4.0,1,3.0,4.0,4.0,3.0,4.0,4.0,1,0,1,0,2.0,1,1,0,1,0,0,1,0,0,1,0,4,3,4,4,2,2,0,0,0,0,1,1,1,0,0
32771,32771,Seminole,42,1,3,3,2,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,3,1,3.0,2.0,4.0,2.0,1.0,3.0,1,2.0,2.0,1.0,1.0,2.0,2.0,0,0,1,0,1.0,1,0,1,0,1,0,1,0,0,1,0,5,1,5,4,2,2,0,1,0,0,1,1,0,0,0
32811,32811,Orange,29,0,3,2,2,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,2,1,4.0,4.0,4.0,4.0,3.0,3.0,1,4.0,3.0,4.0,3.0,4.0,3.0,1,0,1,0,1.0,1,0,1,0,1,0,1,0,0,0,1,4,4,4,4,2,3,0,0,0,0,0,1,0,0,1
32708,32708,seminole,29,1,2,3,3,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,4,1,2.0,1.0,4.0,3.0,4.0,1.0,1,3.0,5.0,5.0,5.0,3.0,5.0,1,0,1,0,0.0,1,0,1,0,1,0,1,0,0,0,0,4,4,4,5,5,5,0,0,0,0,0,0,0,0,0
34711,34711,Lake,24,0,2,2,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4,1,2.0,4.0,4.0,5.0,3.0,5.0,1,3.0,3.0,5.0,3.0,5.0,3.0,1,0,1,0,1.0,1,1,0,0,1,0,1,0,0,0,1,3,3,3,3,1,1,0,0,0,1,1,0,0,0,0
34758,34758,osceola,39,1,3,3,7,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,3,1,5.0,3.0,4.0,5.0,3.0,5.0,1,5.0,5.0,4.0,3.0,5.0,5.0,0,1,0,1,4.0,1,1,0,0,1,1,0,1,0,0,1,5,3,5,3,5,3,0,1,0,1,1,1,0,0,1
32828,32828,Orange,39,0,4,4,3,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,2,1,5.0,2.0,3.0,5.0,4.0,4.0,1,4.0,5.0,4.0,4.0,4.0,3.0,1,0,1,0,0.0,1,0,1,0,1,0,1,0,0,0,0,3,4,4,5,5,5,0,1,0,1,0,1,0,0,0
34746,34758,Osceola,25,0,1,1,7,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,5,1,5.0,4.0,4.0,5.0,3.0,5.0,1,5.0,5.0,5.0,2.0,5.0,5.0,0,1,0,1,4.0,1,1,0,0,1,1,0,0,1,0,1,5,2,5,5,5,5,0,1,1,1,0,1,1,0,1
